original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Had an amazing day at the beach 🏖️☀️🌊! Can't wait to go back tomorrow!,"['🏖️', '☀️', '🌊']",15,Had an amazing day at the beach! Can't wait to go back tomorrow!,positive,"['nature', 'celebration']",Had an amazing day at the beach! Can't wait to go back tomorrow!,daily_status
Had an amazing day at the park! 🌳🌞🏞️,"['🌳', '🌞', '🏞️']",3,I had an amazing day at the park.,positive,"['nature', 'celebration']",Had an amazing day at the park!,daily_status
Had a great day at the beach 🏖️😊 with friends! 🌅🌊,"['🏖️', '😊', '🌅', '🌊']",5,I had a great day at the beach with friends and enjoyed the sunset and the waves.,positive,"['nature', 'emotion', 'nature', 'nature']",Had a great day at the beach with friends and enjoyed the sunset and the waves.,daily_status
Had a great day at the park with the kids 😊🌳🎉,"['😊', '🌳', '🎉']",7,Had a great day at the park with the kids.,positive,"['emotion', 'nature', 'celebration']",Had a great day at the park with the kids.,daily_status
Exploring the city lights 🌃🚶‍♂️✨ while dreaming of distant planets 🚀🌌 in the middle of a busy night.,"['🌃', '🚶\u200d♂️', '✨', '🚀', '🌌']",5,Walking through the city at night dreaming of space adventures.,nostalgic,"['travel', 'dream', 'night']",Walking through the city at night dreaming of space adventures.,reflective_moment
Just watched the sunset 🌅✨ feeling so inspired to chase my dreams tonight! 🚀🌙,"['🌅', '✨', '🚀', '🌙']",4,Just watched the sunset feeling so inspired to chase my dreams tonight!,positive,"['nature', 'emotion', 'aspiration', 'night']",Just watched the sunset feeling so inspired to chase my dreams tonight!,emotional_reflection
"Just watched the sunset 🌅✨ over the mountains, feeling nostalgic but peaceful 🧘‍♀️🌄","['🌅', '✨', '🧘\u200d♀️', '🌄']",4,"Just watched the sunset over the mountains, feeling nostalgic but peaceful.",neutral,"['nature', 'emotion']","Just watched the sunset over the mountains, feeling nostalgic but peaceful.",emotional_reflection
"Sunset over the mountains 🌅🏔️, makes me nostalgic for simpler times 🎶🕰️","['🌅', '🏔️', '🎶', '🕰️']",4,Sunset over the mountains makes me nostalgic for simpler times.,nostalgic,"['nature', 'emotion']",Sunset over the mountains makes me nostalgic for simpler times.,emotional_reflection
Watching the sunset 🌅 while dreaming of distant planets 🚀✨. Feels surreal!,"['🌅', '🚀', '✨']",8,Watching the sunset while dreaming of distant planets. Feels surreal!,positive,"['nature', 'space', 'emotion']",Watching the sunset while dreaming of distant planets. Feels surreal!,emotional_reflection
Caught a glimpse of the sunset 🌅 while sipping tea ☕ in the garden today 🌸✨,"['🌅', '☕', '🌸', '✨']",4,I saw the sunset while drinking tea in the garden today.,positive,"['nature', 'food', 'activity']",I saw the sunset while drinking tea in the garden today.,daily_status
Just watched the sunset 🌅 with a cup of tea in hand ☕✨ feeling so peaceful tonight. 🌙🌟,"['🌅', '☕', '✨', '🌙', '🌟']",6,Just watched the sunset with a cup of tea in hand feeling so peaceful tonight.,positive,"['nature', 'drink', 'emotion']",Just watched the sunset with a cup of tea in hand feeling so peaceful tonight.,emotional_reflection
Caught the sunrise 🌅 while sipping tea ☕ in the quiet garden today 🌸✨,"['🌅', '☕', '🌸', '✨']",4,Caught the sunrise while sipping tea in the quiet garden today.,positive,"['nature', 'food', 'environment']",Caught the sunrise while sipping tea in the quiet garden today.,daily_status
"Caught a glimpse of the Milky Way 🌌✨ while camping under the winter sky ❄️🏕️, feeling so tiny but inspired 🌠🙃","['🌌', '✨', '❄️', '🏕️', '🌠', '🙃']",6,"I saw the Milky Way while camping under the winter sky, feeling small but inspired.",positive,"['nature', 'sky', 'season', 'emotion']","I saw the Milky Way while camping under the winter sky, feeling small but inspired.",emotional_reflection
"Just saw a shooting star🌠✨ while hiking up the mountain last night 🏞️🌙, made a wish! 🤞😊","['🌠', '✨', '🏞️', '🌙', '🤞', '😊']",6,I saw a shooting star while hiking up the mountain last night and made a wish.,positive,"['nature', 'night', 'aspiration']",I saw a shooting star while hiking up the mountain last night and made a wish.,emotional_reflection
"Just saw a shooting star 🌠 while jogging through the park tonight ✨🏃‍♀️🌙, made me wish for endless adventures 🗺️🌎✨","['🌠', '✨', '🏃\u200d♀️', '🌙', '🗺️', '🌎']",6,I saw a shooting star while jogging through the park tonight and made a wish for endless adventures.,positive,"['nature', 'activity', 'fantasy']","Just saw a shooting star while jogging through the park tonight, made me wish for endless adventures.",emotional_reflection
Watching the sunset 🌅 while sipping tea ☕ and feeling peaceful ✨🧘‍♀️,"['🌅', '☕', '✨', '🧘\u200d♀️']",4,Watching the sunset while sipping tea and feeling peaceful.,positive,"['nature', 'food', 'emotion']",Watching the sunset while sipping tea and feeling peaceful.,daily_status
"Got lost in the forest 🌲🌿, but found a secret waterfall 💧✨ on the way!","['🌲', '🌿', '💧', '✨']",4,"I got lost in the forest, but on the way, I found a secret waterfall.",positive,"['nature', 'adventure', 'emotion']","Got lost in the forest, but found a secret waterfall on the way!",adventure_story
Lost in the city lights 🌃✨ wondering what adventure awaits next 🚶‍♂️🗺️,"['🌃', '✨', '🚶\u200d♂️', '🗺️']",4,Lost in the city lights wondering what adventure awaits next.,neutral,"['place', 'emotion', 'activity']",Lost in the city lights wondering what adventure awaits next.,emotional_reflection
Marveling at the sunset over the mountains 🌄✨🌅 while sipping tea ☕🍂🍁.,"['🌄', '✨', '🌅', '☕', '🍂', '🍁']",6,Marveling at the sunset over the mountains while sipping tea.,positive,"['nature', 'emotion', 'activity']",Admiring the sunset over the mountains while drinking tea.,emotional_reflection
"Caught the sunrise today 🌅☕✨, feeling so peaceful after the early wake-up!","['🌅', '☕', '✨']",7,Caught the sunrise today and feeling so peaceful after the early wake-up.,positive,"['nature', 'morning', 'emotion']",Caught the sunrise today and feeling so peaceful after waking up early.,daily_status
"Just saw a shooting star 🌠 while hiking up the mountain at midnight ✨🌄🌙, made me feel so small but curious 🚶‍♂️🌌","['🌠', '✨', '🌄', '🌙', '🚶\u200d♂️', '🌌']",8,"I just saw a shooting star while hiking up the mountain at midnight, it made me feel small but curious.",reflective,"['nature', 'night', 'emotion']","I just saw a shooting star while hiking up the mountain at midnight, it made me feel small but curious.",emotional_reflection
"Just watched the sunset 🌅✨ over the mountains, feeling so peaceful 🙏🌿🏔️","['🌅', '✨', '🙏', '🌿', '🏔️']",5,"Just watched the sunset over the mountains, feeling so peaceful.",positive,"['nature', 'emotion']","Just watched the sunset over the mountains, feeling so peaceful.",emotional_reflection
✨ Just caught the sunrise over the mountain 🌄☀️ feeling inspired! 🚀,"['✨', '🌄', '☀️', '🚀']",6,Just saw the sunrise over the mountain and feeling inspired!,positive,"['nature', 'emotion', 'activity']",Just saw the sunrise over the mountain and feeling inspired!,emotional_reflection
Caught a shooting star ✨🌠 while walking under the summer sky 🌞🌌. Truly magical moment! ✨🌙,"['✨', '🌠', '🌞', '🌌', '✨', '🌙']",6,I saw a shooting star while walking under the summer sky. It was a truly magical moment.,positive,"['nature', 'emotion', 'time']",I saw a shooting star while walking under the summer sky. It was a truly magical moment.,emotional_reflection
"Watching the sunset 🌅 while sipping tea ☕ on the veranda, feeling so peaceful ✨🌙.","['🌅', '☕', '✨', '🌙']",8,"Watching the sunset while sipping tea on the veranda, feeling so peaceful.",positive,"['nature', 'emotion', 'activity']","Watching the sunset while sipping tea on the veranda, feeling so peaceful.",emotional_reflection
Watching the sunset over the mountains 🌅⛰️✨ feels like a dream 🌙😴,"['🌅', '⛰️', '✨', '🌙', '😴']",5,Watching the sunset over the mountains feels like a dream.,peaceful,"['nature', 'emotion']",Watching the sunset over the mountains feels like a dream.,scenic_impression
"Just saw a shooting star ✨🌠 while hiking up the mountain at midnight 🌙🏞️, made a wish 💫🤞","['✨', '🌠', '🌙', '🏞️', '💫', '🤞']",6,I saw a shooting star while hiking up the mountain at midnight and made a wish.,positive,"['nature', 'night', 'wish']",I saw a shooting star while hiking up the mountain at midnight and made a wish.,emotional_reflection
"Just watched the sunrise 🌅 while sipping hot cocoa ☕✨, feeling peaceful and grateful 🧘‍♀️🌿","['🌅', '☕', '✨', '🧘\u200d♀️', '🌿']",6,"Just watched the sunrise while sipping hot cocoa, feeling peaceful and grateful.",positive,"['nature', 'food', 'emotion']","Just watched the sunrise while sipping hot cocoa, feeling peaceful and grateful.",emotional_reflection
"Watching the sunset at the beach 🌅🌊 while sipping coconut water 🥥, feeling so peaceful tonight.","['🌅', '🌊', '🥥']",3,"Watching the sunset at the beach while sipping coconut water, feeling so peaceful tonight.",positive,"['nature', 'food', 'emotion']","Watching the sunset at the beach while sipping coconut water, feeling so peaceful tonight.",daily_status
"Just saw a shooting star ✨🌠 while hiking in the mountains 🌄🌲, felt like magic! ✨🌌","['✨', '🌠', '🌄', '🌲', '✨', '🌌']",6,I saw a shooting star while hiking in the mountains and it felt magical.,positive,"['nature', 'emotion', 'night']",I saw a shooting star while hiking in the mountains and it felt magical.,nature_experience
Caught a stunning sunset 🌅 while hiking up the mountain 🏔️ today—felt like a moment out of a dream ✨😊,"['🌅', '🏔️', '✨', '😊']",8,Caught a stunning sunset while hiking up the mountain today—felt like a moment out of a dream.,positive,"['nature', 'activity', 'emotion']",Caught a stunning sunset while hiking up the mountain today—felt like a moment out of a dream.,daily_status
"Just saw a shooting star 🌠 while walking through the city at midnight ✨🌆, made me wonder about all the mysteries out there 🌌🛸.","['🌠', '✨', '🌆', '🌌', '🛸']",5,"I saw a shooting star while walking through the city at midnight, it made me think about the mysteries out there.",reflective,"['emotion', 'night', 'space']","I saw a shooting star while walking through the city at midnight, it made me think about the mysteries out there.",emotional_reflection
Caught a stunning sunset 🌅 while hiking up the mountain 🏞️ yesterday! Feeling grateful 🙏✨.,"['🌅', '🏞️', '🙏', '✨']",4,Caught a stunning sunset while hiking up the mountain yesterday. Feeling grateful.,positive,"['nature', 'activity', 'emotion']",Caught a stunning sunset while hiking up the mountain yesterday. Feeling grateful.,emotional_reflection
