original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Had an amazing day at the beach 🏖️🌞! The sun was shining and the waves were perfect 🌊. Can't wait to go back! 😊,🏖️-🌞-🌊-😊,3,Had an amazing day at the beach with sunshine and good waves and can't wait to return.,positive,nature-celebration-emotion,Had an amazing day at the beach with sunshine and good waves and can't wait to return.,daily_status
Had a great workout today! 💪🔥😊,💪-🔥-😊,4,Had a great workout today!,positive,emotion-celebration,Had a great workout today!,daily_status
Had an amazing day at the park! 🌳☀️😊,🌳-☀️-😊,5,Had an amazing day at the park!,positive,nature-sun-emotion,Had an amazing day at the park!,daily_status
Had a great day at the park 🌳☀️🎉! Celebrated with friends 🎂🥳.,🌳-☀️-🎉-🎂-🥳,7,Had a great day at the park and celebrated with friends.,positive,nature-celebration-celebration,Had a great day at the park and celebrated with friends.,social_post
Had a great day at the beach 🏖️🌞 with friends! 🎉😊,🏖️-🌞-🎉-😊,8,I had a great day at the beach with friends!,positive,nature-celebration-emotion,Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️🌞 with friends! 🎉🥳,🏖️-🌞-🎉-🥳,7,Had a fun and sunny day at the beach with friends.,positive,nature-celebration-emotion,Had a great day at the beach with friends!,social_post
Had a great time at the party 🥳🎉 with friends! 🎈😊,🥳-🎉-🎈-😊,5,Had a great time at the party with friends.,positive,celebration-emotion,Had a great time at the party with friends!,social_post
Had a great day at the park with friends 🏞️😊🎉,🏞️-😊-🎉,8,Had a great day at the park with friends.,positive,nature-emotion-celebration,Had a great day at the park with friends.,social_post
Had a great day at the beach 🌞🌊 with friends! 🏖️😊,🌞-🌊-🏖️-😊,8,I had a great day at the beach with friends!,positive,nature-celebration-emotion,Had a great day at the beach with friends!,daily_status
Had a great day at the beach 🏖️ with friends! 🌞🎉,🏖️-🌞-🎉,6,I had a great day at the beach with friends!,positive,nature-emotion-celebration,Had a great day at the beach with friends!,daily_status
Had a great day at the park with friends! 🌳🎉😊,🌳-🎉-😊,7,Had a great day at the park with friends!,positive,nature-celebration-emotion,Had a great day at the park with friends!,daily_status
Had a great day at the park with friends! 🌳😊🎉,🌳-😊-🎉,7,Had a great day at the park with friends!,positive,nature-emotion-celebration,Had a great day at the park with friends!,daily_status
Had a great day at the beach 🏖️🌞 with friends! 🎉🍹,🏖️-🌞-🎉-🍹,8,I had a great day at the beach with friends!,positive,nature-celebration-food,Had a great day at the beach with friends!,daily_status
Had a great day at the park 🌳🎉 with friends! 😊,🌳-🎉-😊,8,Had a great day at the park with friends feeling happy.,positive,nature-celebration-emotion,Had a great day at the park with friends feeling happy.,daily_status
Had an amazing day at the beach 🏖️ with friends! 🌞🌊,🏖️-🌞-🌊,6,Had an amazing day at the beach with friends!,positive,nature-celebration,Had an amazing day at the beach with friends!,social_post
Had a great day at the beach! 🌊☀️🏖️,🌊-☀️-🏖️,5,Had a great day at the beach!,positive,nature-celebration,Had a great day at the beach!,daily_status
Had a great day at the park with friends 🌳😊🎉,🌳-😊-🎉,14,Had a great day at the park with friends.,positive,nature-emotion-celebration,Had a great day at the park with friends.,daily_status
Had a great day at the beach 🏖️🌞 with friends! 💃🎉,🏖️-🌞-💃-🎉,7,Had a great day at the beach with friends!,positive,nature-celebration-emotion,Had a great day at the beach with friends!,daily_status
Had an amazing day at the beach 🏖️🌞! The weather was perfect and I felt so relaxed 🌊😊.,🏖️-🌞-🌊-😊,5,Had an amazing day at the beach. The weather was perfect and I felt so relaxed.,positive,nature-sun-water-emotion,Had an amazing day at the beach. The weather was perfect and I felt so relaxed.,daily_status
Had a great day at the beach! 🌊☀️🏖️,🌊-☀️-🏖️,7,Had a great day at the beach!,positive,nature-celebration,Had a great day at the beach!,daily_status
Had a great day at the beach 🏖️🌞 with friends!,🏖️-🌞,7,Had a great day at the beach with friends.,positive,nature-emotion,Had a great day at the beach with friends.,social_post
Had an amazing day at the beach 🏖️😊🌅! Can't wait to go back tomorrow!,🏖️-😊-🌅,7,Had an amazing day at the beach and can't wait to go back tomorrow!,positive,emotion-nature-celebration,Had an amazing day at the beach and can't wait to go back tomorrow!,daily_status
Had a great day at the park with friends 🌳😊🥳,🌳-😊-🥳,4,Had a great day at the park with friends.,positive,nature-emotion-celebration,Had a great day at the park with friends.,daily_status
Had a great day at the park 🏞️ with friends 😊🎉! Can't wait to do it again!,🏞️-😊-🎉,7,Had a great day at the park with friends and can't wait to do it again.,positive,nature-emotion-celebration,Had a great day at the park with friends and can't wait to do it again.,social_post
Had a great time at the beach 🏖️🌞 today! Can't wait to go back! 🎉,🏖️-🌞-🎉,4,Had a great time at the beach today! Can't wait to go back!,positive,nature-emotion-celebration,Had a great time at the beach today! Can't wait to go back!,daily_status
Had a great day at the beach 🏖️😊! The sun was shining and I enjoyed the waves 🌊.,🏖️-😊-🌊,10,Had a great day at the beach enjoying the sunshine and waves.,positive,nature-emotion-nature,Had a great day at the beach enjoying the sunshine and waves.,daily_status
Had a great day at the park with friends! 🌳😊🎉,🌳-😊-🎉,7,Had a great day at the park with friends!,positive,nature-emotion-celebration,Had a great day at the park with friends!,daily_status
Had a great day at the beach! 🌊☀️😎,🌊-☀️-😎,6,I had a great day at the beach enjoying the ocean sunshine and feeling cool.,positive,nature-celebration-emotion,Had a great day at the beach! ocean sunshine cool,daily_status
Had such a great day at the park with the kids 🌳😊🎈,🌳-😊-🎈,9,Had a wonderful day at the park with the children.,positive,nature-emotion-celebration,Had such a great day at the park with the kids.,daily_status
Had a great day at the park with the family! 🌳👨‍👩‍👧‍👦😊,🌳-👨-👩-👧-👦-😊,6,Enjoyed a wonderful day at the park with the family and feeling happy.,positive,nature-family-emotion,Had a great day at the park with the family! Tree family happy.,daily_status
Had a great day at the park 🌳😊 with friends! 🎉,🌳-😊-🎉,8,Had a wonderful day at the park with friends!,positive,nature-emotion-celebration,Had a great day at the park with friends!,daily_status
Having a great day at the park! 🌳☀️😊,🌳-☀️-😊,6,Having a great day outdoors in the park with sunshine and happiness.,positive,nature-emotion,Having a great day at the park! Tree sun smile.,daily_status
Had a great day at the park with my friends 🏞️😊🎉,🏞️-😊-🎉,5,Had a great day at the park with my friends.,positive,nature-emotion-celebration,Had a great day at the park with my friends.,social_post
Had a great day at the beach 🏖️☀️🌊! Love the sunshine and water.,🏖️-☀️-🌊,7,Had a great day at the beach and enjoyed the sunshine and water.,positive,nature-celebration,Had a great day at the beach and enjoyed the sunshine and water.,daily_status
Had a great day at the beach! 🌊☀️🏖️,🌊-☀️-🏖️,6,Had a great day at the beach!,positive,nature-celebration,Had a great day at the beach!,daily_status
Had a great day at the park with my friends 🌞🌳🎉,🌞-🌳-🎉,5,Had a great day at the park with my friends.,positive,emotion-nature-celebration,Had a great day at the park with my friends.,social_post
Had a great day at the park with friends! 🌳😊🎉,🌳-😊-🎉,8,Had a great day at the park with friends!,positive,nature-emotion-celebration,Had a great day at the park with friends!,daily_status
Had a great day at the park with friends 🌳😊🎉,🌳-😊-🎉,7,Enjoyed a wonderful day at the park with friends.,positive,nature-emotion-celebration,Had a great day at the park with friends.,daily_status
Had a great day at the beach 🏖️ with friends! 🌞😊,🏖️-🌞-😊,6,Had a great day at the beach with friends!,positive,nature-emotion,Had a great day at the beach with friends!,daily_status
Had a great day at the park 🌳😊🎉! Loved the sunshine and the company!,🌳-😊-🎉,10,Had a great day at the park enjoyed the sunshine and the company.,positive,nature-emotion-celebration,Had a great day at the park enjoyed the sunshine and the company.,daily_status
Had a great day at the park! ☀️🌳😊,☀️-🌳-😊,7,Had a great day enjoying sunshine nature and feeling happy.,positive,nature-emotion-celebration,Had a great day at the park! Sunny surrounded by trees feeling happy.,daily_status
Had a great day at the park 🌳😊🎉! The weather was perfect and I met some wonderful people.,🌳-😊-🎉,11,Had a great day at the park! The weather was perfect and I met some wonderful people.,positive,nature-emotion-celebration,Had a great day at the park! The weather was perfect and I met some wonderful people.,daily_status
Can't believe I finally finished my project! 🎉🙌,🎉-🙌,6,I can't believe I finally finished my project! Congratulations!,positive,celebration-emotion,Can't believe I finally finished my project! Congratulations!,daily_status
Just finished a great run in the park 🏃‍♀️🌞💪,🏃-🌞-💪,10,Just finished a great run in the park on a sunny day and feeling strong.,positive,activity-nature-emotion,Just finished a great run in the park on a sunny day and feeling strong.,daily_status
Had a great day at the beach 🏖️😊! The sun was shining and the waves were perfect 🏄‍♂️🌊.,🏖️-😊-🏄-🌊,15,Had a great day at the beach with sunshine and perfect waves.,positive,nature-emotion-recreation,Had a great day at the beach with sunshine and perfect waves.,daily_status
Had a great day at the beach 🏖️🌞 with friends! 🌊😊,🏖️-🌞-🌊-😊,4,Had a great day at the beach with friends.,positive,celebration-nature-emotion,Had a great day at the beach with friends!,daily_status
Had a great day at the park with my friends 😊🌳🎉,😊-🌳-🎉,7,I had a great day at the park with my friends.,positive,emotion-nature-celebration,Had a great day at the park with my friends.,daily_status
Had a great day at the park! 🌳😊🎉,🌳-😊-🎉,8,Had a great day at the park!,positive,nature-emotion-celebration,Had a great day at the park!,daily_status
Had a great day at the beach 🏖️😊! The sun was shining ☀️ and I felt so happy 🎉.,🏖️-😊-☀️-🎉,3,Had a great day at the beach enjoyed the sunshine and felt very happy.,positive,nature-emotion-celebration,Had a great day at the beach enjoyed the sunshine and felt very happy.,daily_status
